Token,Frequency 
lantern,1
where,1
course,1
excepting,1
angle,1
lenses,1
plates,1
large,1
micrographers,1
photo,1
American,1
those,1
agree,1
inclined,1
writer,1
rarely,1
direct,1
negative,1
large,1
better,1
theoretically,1
ought,1
negati^,1
small,1
enlargement,1
ought,1
question,1
little,1
Theory,1
pictures,1
produce,1
power,1
employ,1
frequently,1
Americans,1
while,1
inches,1
inches,1
plate,1
quarter,1
anything,1
attempt,1
rarely,1
appear,1
workers,1
English,1
usual,1
larger,1
micrographs,1
photo,1
produ,1
accustomed,1
micrographers,1
photo,1
American,1
required,1
amplifier,1
adjusting,1
internal,1
racked,1
microscope,1
milled,1
microscoj,1
position,1
focussed,1
readily,1
rack-,1
double,1
inches,1
thirty,1
twelve,1
extended,1
which,1
similar,1
arranged,1
being,1
position,1
fixed,1
means,1
table,1
centre,1
traverses,1
which,1
board,1
mahogany,1
fixed,1
microscope,1
unscrew,1
portability,1
which,1
turned,1
strong,1
three,1
supported,1
mounted,1
niicrographic,1
photo,1
Swift,1
which,1
table,1
apparatus,1
imperfect,1
caused,1
frequently,1
annoyance,1
distracted,1
afford,1
little,1
require,1
which,1
special,1
concentrated,1
should,1
micrographer,1
photo,1
attention,1
increased,1
results,1
probability,1
therefore,1
pleasure,1
greater,1
instruments,1
perfe,1
greater,1
mechanic,1
professional,1
skill,1
experien,1
avail,1
possible,1
always,1
manipulator,1
skilful,1
patient,1
hands,1
turning,1
capable,1
often,1
arrangements,1
PHOTOGRAPH,1
Home-,1
produce,1
amateur,1
skilful,1
thing,1
excel,1
instruments,1
scientific,1
maker,1
experienced,1
produced,1
expected,1
finish,1
general,1
workmanship,1
accuracy,1
expected,1
above,1
principles,1
general,1
OBJECTS,1
MICROSCOPIC,1
below,1
figured,1
Swift,1
Messrs,1
introduced,1
camera,1
micrographic,1
photo,1
excellent,1
admirably,1
answer,1
found,1
diatoms,1
photographing,1
arrangement,1
writer,1
power,1
focussing,1
correct,1
allow,1
accuracy,1
slowness,1
sufficient,1
moved,1
adjustment,1
extremity,1
turning,1
tightly,1
rather,1
adjustment,1
wheel,1
grooved,1
length,1
narrow,1
endless,1
front,1
camera,1
fitted,1
piece,1
horizontally,1
placed,1
latter,1
microscope,1
adjustment,1
opposite,1
fasten,1
diameter,1
inches,1
wheel,1
wooden,1
grooved,1
convenient,1
which,1
board,1
under,1
fixed,1
trestles,1
supported,1
camera,1
stiffly,1
somewhat,1
revolve,1
metal,1
board,1
board,1
length,1
diameter,1
brass,1
hollow,1
Procure,1
extended,1
being,1
camera,1
screen,1
image,1
viewing,1
while,1
performed,1
exactly,1
easily,1
focussing,1
which,1
method,1
provide,1
necessary,1
becomes,1
impossible,1
three,1
drawn,1
scope,1
micro-,1
adjustments,1
coarse,1
reach,1
distance,1
short,1
extended,1
camera,1
objective,1
using,1
paraffin,1
ordinary,1
focus,1
sharp,1
obtain,1
conditions,1
these,1
under,1
being,1
improvement,1
considerable,1
found,1
system,1
present,1
method,1
focus,1
accustomed,1
anyone,1
slide,1
glass,1
surface,1
ground,1
plane,1
diaphragm,1
pushed,1
piece,1
slide,1
tliickness,1
fixed,1
piece,1
ordinary,1
which,1
holes,1
seven,1
series,1
pierced,1
mahogany,1
substituted,1
another,1
slide,1
glass,1
ground,1
^'Eemoving,1
PHOTOGRAPH,1
Microscopy,1
Practical,1
Davis,1
given,1
focussing^,1
operation,1
difficult,1
performing,1
excellent,1
following,1
piece,1
focussing,1
means,1
examined,1
image,1
glass,1
plain,1
powers,1
higher,1
answer,1
glass,1
ground,1
powers,1
importance,1
vital,1
which,1
plane,1
exactly,1
latter,1
plate,1
sensitive,1
replaced,1
placed,1
glass,1
focussing,1
better,1
slide,1
employed,1
slides,1
Double,1
apparatus,1
photographic,1
dealer,1
Plates,1
object,1
notes,1
iiame,1
either,1
slides,1
lantern,1
their,1
margin,1
prefer,1
those,1
plates,1
large,1
suitable,1
could,1
nothing,1
objects,1
microscopic,1
nature,1
views,1
copying,1
either,1
slides,1
lantern,1
making,1
slides,1
double,1
costs,1
compact,1
light,1
inches,1
twelve,1
extends,1
plates,1
convenient,1
Company,1
Sciopticon,1
camera,1
little,1
lantern,1
slides,1
specially,1
desire,1
micrographer,1
photo,1
illustration,1
seeing,1
camera,1
construct,1
easily,1
could,1
joiner,1
boxes,1
removal,1
addition,1
shortened,1
lengthened,1
easily,1
camera,1
sliding,1
fashion,1
after,1
other,1
fitting,1
boxes,1
series,1
consists,1
above,1
represented,1
arrangement,1
simpler,1
camera,1
bellows,1
construct,1
skill,1
sufficient,1
student,1
position,1
desired,1
camera,1
clamp,1
employed,1
butterfly,1
screw,1
screw,1
endless,1
thread,1
coarse,1
rather,1
screw,1
endless,1
base^board,1
along,1
screwed,1
guides,1
moving,1
alone,1
closed,1
opened,1
camera,1
camera,1
single,1
preferably,1
purchased^,1
shouJd,1
slide,1
inches,1
about,1
OBJECTS,1
MICROSCOPIC,1
hoard,1
alide,1
constructed,1
right,1
booid,1
vertical,1
plain,1
consist,1
front,1
camera,1
tection,1
require,1
bellowa,1
stand,1
microacope,1
about,1
front,1
extend,1
should,1
bellows,1
board,1
weighta,1
heavy,1
PHOTOGRAPH,1
under,1
press,1
copying,1
bellows,1
oardboaid,1
slips,1
edges,1
shape,1
pinching,1
osrefally,1
proceed,1
drawn,1
bellows,1
coUapae,1
boards,1
ecrews,1
unfasten,1
whole,1
possible,1
neatly,1
together,1
pasted,1
ghooldbe,1
cdgCB,1
cloth,1
book^binder'a,1
purpose,1
thick,1
somewhat,1
calico,1
twilled,1
material,1
better,1
cover,1
outer,1
paate,1
direction,1
facing,1
pasted,1
apart,1
about,1
sides,1
parallel,1
exactly,1
slips,1
sufficient,1
acnte,1
angle,1
oomers,1
width,1
shorter,1
^inch,1
^inch,1
cardboard,1
slips,1
where,1
together,1
edges,1
pasting,1
cloth,1
binder,1
calico,1
black,1
Cover,1
screws,1
together,1
fastening,1
hoards,1
required,1
bellows,1
width,1
camera,1
OBJECTS,1
3IICE0SC0PIC,1
proposed,1
longer,1
inches,1
thick,1
-inch,1
planed,1
nicely,1
boards,1
Procure,1
himself,1
construct,1
easily,1
cameras,1
these,1
procure,1
student,1
apparatus,1
second,1
dealers,1
lists,1
-micrography,1
photo,1
suitable,1
cameras,1
Copying,1
unaltered,1
remains,1
screen,1
microscope,1
position,1
relative,1
boaid,1
along,1
slide,1
front,1
camera,1
while,1
again,1
square,1
everything,1
getting,1
difficulty,1
there,1
purpose,1
removed,1
camera,1
microscope,1
looking,1
performed,1
satisfactorily,1
which,1
illumination,1
alter,1
object,1
position,1
change,1
either,1
photograph,1
taking,1
ready,1
after,1
necessary,1
requeutly,1
screw,1
moviag,1
sliding,1
either,1
capable,1
hoard,1
fixed,1
should,1
front,1
desirable,1
graphy,1
micro-,1
photo,1
camera,1
excellent,1
makes,1
front,1
arrangements,1
focussing,1
provided,1
camera,1
copyiog-,1
keeping,1
graphy,1
photo-,1
landscape,1
pivictlce,1
occasional,1
grapher,1
micro-,1
photo,1
expert,1
aside,1
ought,1
microscope,1
holidays,1
summer,1
companion,1
excellent,1
forms,1
microscopic,1
landscape,1
answer,1
which,1
introduced,1
camera,1
focuB,1
capital,1
shows,1
illuetration,1
subjoined,1
piece,1
PHOTOGRAPH,1
working,1
especially,1
powers,1
ample,1
which,1
inches,1
twenty,1
inches,1
eighteen,1
inches,1
three,1
expands,1
plate,1
cameras,1
focus,1
under,1
those,1
better,1
there,1
employed,1
camera,1
ordinary,1
employed,1
condenser,1
matter,1
sixteenth,1
twelfth,1
focussing,1
without,1
while,1
impossible,1
difficult,1
becomes,1
focussing,1
lenses,1
power,1
working,1
light,1
piece,1
recommended,1
expanding,1
camera,1
piece,1
conjunction,1
which,1
powers,1
higher,1
suffice,1
inches,1
eighteen,1
expanding,1
camera,1
powers,1
working,1
piece,1
Using,1
definition,1
without,1
object,1
enlargement,1
plate,1
whole,1
allow,1
camera,1
smaller,1
scale,1
larger,1
insect,1
whole,1
rocks,1
sections,1
photograph,1
perhaps,1
skill,1
advances,1
camera,1
plate,1
whole,1
-plate,1
obtain,1
advised,1
student,1
answer,1
camera,1
plate,1
quarter,1
employed,1
camera,1
ordinary,1
operations,1
micrographic,1
photo,1
simple,1
APPARATUS,1
PHOTOGRAPHIC,1
CHAPTER,1
obtained,1
should,1
figured,1
large,1
little,1
small,1
photography,1
properly,1
learnt,1
possesses,1
microscopist,1
accessories,1
valuable,1
microscopes,1
accompanies,1
bull's,1
paraboloid,1
illuminated,1
objects,1
photographing,1
piece,1
dispense,1
denser,1
achromatic,1
vanisli,1
difficulties,1
OBJECTS,1
MICROSCOPIC,1
PHOTOGRAPH,1
ligfbted,1
objects,1
HowcTcr,1
suocess-,1
really,1
seldom,1
difficult,1
illomination,1
gronnd,1
dark-,1
plates,1
rapid,1
micrography,1
photo-,1
sometimes,1
spot^lena,1
paraboloid,1
white,1
glycerine,1
mixture,1
slide,1
object,1
attached,1
merely,1
results,1
better,1
Wenhara'e,1
workers,1
brass,1
mounted,1
perhaps,1
hemispherical,1
Holbom,1
Baker,1
unmouiited,1
moimtod,1
price,1
OBJECTS,1
M10E08C0PIC,1
obtained,1
useful,1
found,1
hemispherical,1
light,1
oblique,1
value,1
objects,1
photogiapbs,1
render,1
frequently,1
sbadovs,1
abolishes,1
light,1
flood,1
gives,1
reflector,1
bolic,1
little,1
micrographer,1
plioto,1
Illuminator,1
Silver,1
superior,1
below,1
shown,1
opticiana,1
mannfiwtnred,1
reflector,1
parabolic,1
conjunction,1
sufficient,1
alone,1
bnll's,1
ircffk,1
required,1
expoBurea,1
consequent,1
object,1
PHOTOGRAPH,1
illuminat,1
properly,1
difficulty,1
unsatisfactory,1
found,1
generally,1
objects,1
opaque,1
Photographing,1
object,1
beneath,1
placed,1
which,1
plate,1
stage,1
mounted,1
diaphragm,1
glass,1
ground,1
finely,1
shades,1
different,1
discs,1
glass,1
fitted,1
which,1
apertures,1
diaphragm,1
consists,1
which,1
modifier,1
light,1
excellent,1
makes,1
Collins,1
objects,1
transparent,1
drown,1
strong,1
sometimes,1
which,1
light,1
modifying,1
closely,1
rather,1
object,1
approaches,1
latter,1
object,1
either,1
injury,1
preventing,1
useful,1
beginner,1
slides,1
valuable,1
powers,1
stage,1
safety,1
light,1
obliquity,1
considerable,1
require,1
objects,1
scales,1
diatoms,1
photographing,1
valuable,1
micrographer,1
photo,1
found,1
powers,1
resolving,1
brings,1
astonishing,1
manipulation,1
accustomed,1
becomes,1
student,1
sufficiently,1
practice,1
requires,1
course,1
diatoms,1
troublesome,1
resolving,1
greatest,1
which,1
apparatus,1
piece,1
little,1
testing,1
severely,1
tunity,1
oppor-,1
writer,1
Watson,1
Messrs.,1
kindness,1
Through,1
slide,1
object,1
beneath,1
placed,1
ebon-,1
mounted,1
hemispherical,1
consists,1
lenses,1
immer-,1
condenser,1
immersion,1
manufacture,1
Holbom,1
Watson,1
Messrs.,1
illumination,1
ground,1
which,1
Webster,1
called,1
condenser,1
makes,1
Collins,1
sufficient,1
amply,1
found,1
Popular,1
however,1
ordinary,1
powers,1
highest,1
being,1
capable,1
worker,1
advanced,1
which,1
detail,1
perfect,1
Popular,1
similar,1
denser,1
superior,1
Swift,1
Messrs.,1
guineas,1
price,1
removed,1
easily,1
required,1
estimated,1
over-,1
stage,1
beneath,1
place,1
always,1
illumination,1
OBJECTS,1
MICROSCOPIC,1
adjnnctB,1
ordimtry,1
having,1
advantage,1
convenience,1
delighted,1
short,1
using,1
after,1
photO'Suorogmpher,1
apparatus,1
piece,1
recommend,1
strongly,1
writer,1
working,1
experience,1
actual,1
microeoope,1
working,1
focuBKing,1
pinion,1
polariscope,1
diaphragm,1
selenite,1
diaphragm,1
ordinary,1
stops,1
diaphragm,1
polari-,1
eighth,1
power,1
works,1
which,1
condenser,1
achromatic,1
combines,1
invaluable,1
found,1
above,1
figured,1
coudonser,1
achromatic,1
Popular,1
Swift,1
delicate,1
powers,1
highest,1
Exc«pt,1
objects,1
difBeult,1
powers,1
using,1
dodging,1
labour,1
however,1
general,1
dispensed,1
appaistoB,1
nsefol,1
condenser,1
achromatic,1
inconvenieotly,1
plate,1
i;.\posure,1
difficult,1
focussing,1
piece,1
necessary,1
matter,1
serious,1
becomes,1
powcn,1
higher,1
alight,1
attending,1
light,1
employed,1
piece,1
tjuarter,1
powers,1
convcnicoce,1
question,1
opini,1
writer,1
micrograph,1
photo,1
other,1
ufmany,1
fielJ.,1
defined,1
sharp,1
absolately,1
photographs,1
obtainiag,1
lifficolt,1
PHOTOGRAPH,1
about,1
addition,1
supplementary,1
addition,1
photographic,1
for'special,1
eorreeted,1
found,1
powers,1
photographing,1
piece,1
years,1
writer,1
piece,1
possible,1
definition,1
spoils,1
piece,1
assert,1
micrography,1
photo,1
should,1
should,1
piece,1
whether,1
prevails,1
opinion,1
difference,1
nearly,1
coincident,1
actinic,1
visual,1
Seibert,1
Swift,1
lenses,1
writer,1
correction,1
require,1
which,1
lenses,1
factory,1
satis-,1
focussing,1
diflference,1
allowance,1
amount,1
determining,1
ments,1
experi-,1
making,1
photography,1
lenses,1
image,1
photographic,1
forming,1
those,1
plane,1
image,1
visual,1
forming,1
owing,1
blurred,1
indistinct,1
found,1
picture,1
taken,1
photograph,1
camera,1
screen,1
accurately,1
ocussed,1
object,1
coincident,1
being,1
actinic,1
visual,1
their,1
micrography,1
photo,1
suited,1
lenses,1
light,1
lenses,1
easier,1
micrography,1
photo,1
chosen,1
should,1
lenses,1
immersion,1
objective,1
eighth,1
upwards,1
sixteenths,1
twelfths,1
Leitz,1
Zeiss,1
Seibert,1
lenses,1
upwards,1
eighth,1
powers,1
higher,1
powers,1
foreign,1
mounted,1
better,1
usually,1
